Fri Dec  9 10:54:53 2022    concur

         1072955 function calls (1047034 primitive calls) in 37.555 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      186    0.002    0.000    0.008    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:1267(update_from)
      108    0.000    0.000    0.008    0.000 <__array_function__ internals>:177(in1d)
        3    0.000    0.000    0.008    0.003 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\zipfile.py:1213(__init__)
        8    0.000    0.000    0.008    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\worksheet.py:96(__init__)
      174    0.001    0.000    0.008    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\styles\borders.py:87(__init__)
     3156    0.003    0.000    0.008    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\compat\strings.py:12(safe_string)
3069/2142    0.006    0.000    0.008    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:180(_invalidate_internal)
1203/1199    0.002    0.000    0.008    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2602(get_matrix)
       82    0.000    0.000    0.008    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_reader.py:265(parse_row)
      131    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\patches.py:455(set_fill)
        1    0.000    0.000    0.007    0.007 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\environment.py:728(compile)
       14    0.000    0.000    0.007    0.001 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\re.py:250(compile)
      600    0.001    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:886(_set_gc_clip)
       64    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\ticker.py:2740(__init__)
     4882    0.006    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\_api\__init__.py:101(check_in_list)
      151    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\patches.py:364(set_facecolor)
      108    0.004    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\lib\arraysetops.py:523(in1d)
      104    0.001    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:945(update_from_data_xy)
       44    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:442(_apply_tickdir)
      632    0.001    0.000    0.007    0.000 <__array_function__ internals>:177(concatenate)
     4470    0.004    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:1304(<genexpr>)
       59    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:668(<listcomp>)
      569    0.001    0.000    0.007    0.000 {method 'min' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.007    0.004 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\legend.py:716(_init_legend_box)
       82    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_reader.py:286(<listcomp>)
       24    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:287(draw)
    598/9    0.004    0.000    0.007    0.001 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\xml\etree\ElementTree.py:871(_serialize_xml)
        2    0.000    0.000    0.007    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_writer.py:35(create_temporary_file)
       12    0.000    0.000    0.007    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:2116(_update_offset_text_position)
       11    0.007    0.001    0.007    0.001 {built-in method _winapi.CreatePipe}
       59    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:669(<listcomp>)
       59    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:670(<listcomp>)
        2    0.000    0.000    0.007    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\styles\stylesheet.py:97(from_tree)
      272    0.002    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
       64    0.000    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\ticker.py:1945(__init__)
     3392    0.005    0.000    0.007    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\enum.py:358(__call__)
      258    0.001    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:1022(set_color)
     1258    0.005    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\_api\__init__.py:65(check_isinstance)
      336    0.002    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_reader.py:177(parse_cell)
        4    0.000    0.000    0.007    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:2279(__init__)
     3449    0.007    0.000    0.007    0.000 {method 'match' of 're.Pattern' objects}
      231    0.001    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\text.py:936(set_color)
       21    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
     2014    0.002    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\pyplot.py:812(_auto_draw_if_interactive)
        6    0.000    0.000    0.007    0.001 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\genericpath.py:27(isfile)
        2    0.000    0.000    0.007    0.003 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\tempfile.py:517(NamedTemporaryFile)
       64    0.001    0.000    0.007    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\ticker.py:2007(set_params)
    24469    0.006    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:832(get_animated)
      178    0.002    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\colors.py:195(_to_rgba_no_colorcycle)
       19    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
       42    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:503(_apply_tickdir)
       16    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:206(register_axis)
        2    0.000    0.000    0.006    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\reader\workbook.py:31(__init__)
      281    0.002    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:768(<dictcomp>)
      314    0.003    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:1138(update_from)
        2    0.000    0.000    0.006    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\xlsx2html\core.py:313(render_data_to_html)
       19    0.006    0.000    0.006    0.000 {built-in method marshal.loads}
       16    0.000    0.000    0.006    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\multiprocessing\reduction.py:58(dump)
        2    0.001    0.001    0.006    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\xlsx2html\core.py:257(render_table)
       72    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\lib\function_base.py:2300(__call__)
      569    0.001    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\core\_methods.py:42(_amin)
      943    0.003    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2044(translate)
      600    0.002    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\backend_bases.py:906(set_clip_path)
       12    0.000    0.000    0.006    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:141(get_window_extent)
       16    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:219(clear)
     3152    0.006    0.000    0.006    0.000 {built-in method numpy.asanyarray}
        1    0.006    0.006    0.006    0.006 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:1403(_get_font)
       29    0.006    0.000    0.006    0.000 {built-in method _winapi.WaitForSingleObject}
        1    0.000    0.000    0.006    0.006 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1184(wait)
        1    0.000    0.000    0.006    0.006 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1462(_wait)
      222    0.001    0.000    0.006    0.000 <__array_function__ internals>:177(any)
        4    0.000    0.000    0.006    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:1126(_gen_axes_spines)
       20    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:1141(<genexpr>)
        1    0.000    0.000    0.006    0.006 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\multiprocessing\connection.py:10(<module>)
      476    0.003    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\_api\__init__.py:132(check_shape)
       37    0.000    0.000    0.006    0.000 {method 'sum' of 'numpy.ndarray' objects}
       72    0.001    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\lib\function_base.py:2399(_vectorize_call)
       16    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:423(linear_spine)
        2    0.006    0.003    0.006    0.003 {built-in method _pickle.load}
        1    0.000    0.000    0.006    0.006 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\environment.py:613(_parse)
      432    0.001    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:303(set_label1)
       37    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\core\_methods.py:46(_sum)
1918/1906    0.003    0.000    0.006    0.000 {built-in method builtins.any}
       40    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1883(inverted)
       16    0.002    0.000    0.006    0.000 {method 'dump' of '_pickle.Pickler' objects}
    22776    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
       16    0.000    0.000    0.006    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:937(parse)
        3    0.000    0.000    0.006    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:2801(autoscale_view)
        2    0.000    0.000    0.006    0.003 <__array_function__ internals>:177(inv)
       17    0.000    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\text.py:529(set_clip_path)
        3    0.000    0.000    0.006    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\workbook\workbook.py:90(_setup_styles)
        2    0.005    0.003    0.006    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\linalg\linalg.py:483(inv)
      121    0.001    0.000    0.006    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\path.py:346(iter_segments)
       57    0.000    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1601(transform_path)
       28    0.000    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:1055(_set_position)
       12    0.000    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\descriptors\sequence.py:84(from_tree)
        8    0.000    0.000    0.005    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\offsetbox.py:666(draw)
       12    0.000    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\descriptors\sequence.py:85(<listcomp>)
    54/16    0.000    0.000    0.005    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:435(_parse_sub)
       19    0.005    0.000    0.005    0.000 {built-in method io.open_code}
        8    0.000    0.000    0.005    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:3349(tick_params)
        1    0.000    0.000    0.005    0.005 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\utils.py:155(open_if_exists)
        8    0.000    0.000    0.005    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\worksheet.py:100(_setup)
      648    0.001    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:426(set_transform)
     4907    0.003    0.000    0.005    0.000 {built-in method builtins.setattr}
    88/24    0.002    0.000    0.005    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:493(_parse)
       55    0.003    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
      432    0.001    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:316(set_label2)
       16    0.000    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:34(__init__)
     2579    0.005    0.000    0.005    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      736    0.002    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:723(set_figure)
        2    0.000    0.000    0.005    0.002 <frozen importlib._bootstrap_external>:1171(create_module)
        2    0.005    0.002    0.005    0.002 {built-in method _imp.create_dynamic}
      685    0.004    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:826(set_weight)
      463    0.002    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2586(__init__)
     2634    0.003    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\lib\function_base.py:346(iterable)
      715    0.003    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\cbook\__init__.py:872(get_siblings)
      968    0.002    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2421(transform_non_affine)
      284    0.001    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\patches.py:331(_set_edgecolor)
      181    0.001    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:803(unit)
        1    0.000    0.000    0.005    0.005 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\parser.py:51(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\environment.py:656(_tokenize)
        5    0.000    0.000    0.005    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\workbook\workbook.py:182(create_sheet)
        1    0.000    0.000    0.005    0.005 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\concurrent\futures\process.py:573(__init__)
  428/427    0.004    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:392(bounds)
    19740    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
      317    0.003    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2057(scale)
       20    0.000    0.000    0.005    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:1847(apply_aspect)
      215    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\utils\bound_dictionary.py:22(__getitem__)
     2015    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\__init__.py:1180(is_interactive)
       36    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1070(set)
     2656    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\styles\proxy.py:15(__init__)
     1292    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\cbook\__init__.py:1290(_to_unmasked_float_array)
     2050    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:1122(_expand_aliases)
      489    0.001    0.000    0.004    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.004    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_writer.py:120(write_rows)
       64    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\ticker.py:1986(_validate_steps)
      222    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\core\fromnumeric.py:2307(any)
       57    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1610(transform_path_affine)
      414    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\text.py:1227(_preprocess_math)
        1    0.000    0.000    0.004    0.004 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\environment.py:452(lexer)
        1    0.000    0.000    0.004    0.004 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\lexer.py:426(get_lexer)
      162    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2756(_revalidate)
     1011    0.003    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:862(set_size)
     1536    0.004    0.000    0.004    0.000 {built-in method matplotlib._path.affine_transform}
      774    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:1149(_set_markercolor)
        1    0.000    0.000    0.004    0.004 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\lexer.py:477(__init__)
        2    0.000    0.000    0.004    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\reader\excel.py:122(__init__)
      647    0.001    0.000    0.004    0.000 {method 'max' of 'numpy.ndarray' objects}
      104    0.003    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\bezier.py:201(__call__)
        2    0.000    0.000    0.004    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\reader\excel.py:67(_validate_archive)
       12    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:2261(get_tick_space)
      924    0.000    0.000    0.004    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\xml\etree\ElementTree.py:1252(iterator)
        3    0.000    0.000    0.004    0.001 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\threading.py:873(start)
      136    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2769(get_transformed_points_and_affine)
     6897    0.004    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\descriptors\base.py:23(__set__)
        2    0.000    0.000    0.004    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_writer.py:385(cleanup)
        1    0.000    0.000    0.004    0.004 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\queue.py:1(<module>)
       10    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\jinja2\lexer.py:481(c)
        2    0.004    0.002    0.004    0.002 {built-in method nt.remove}
       41    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\worksheet\_writer.py:130(write_row)
      432    0.004    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2919(_interval_contains_close)
  360/344    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\spines.py:330(get_spine_transform)
        2    0.000    0.000    0.004    0.002 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\tempfile.py:110(_sanitize_params)
        2    0.000    0.000    0.004    0.002 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\encodings\__init__.py:70(search_function)
        6    0.000    0.000    0.004    0.001 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:2867(handle_single_axis)
        2    0.000    0.000    0.004    0.002 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\tempfile.py:284(gettempdir)
   161/29    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\descriptors\serialisable.py:106(to_tree)
        1    0.000    0.000    0.004    0.004 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\tempfile.py:182(_get_default_tempdir)
      258    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:1087(set_linestyle)
      476    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\path.py:191(_update_values)
      336    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\text.py:1052(set_fontsize)
      516    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:630(set_data)
      673    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:807(set_style)
      673    0.003    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:844(set_stretch)
       12    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\gridspec.py:668(get_position)
        3    0.000    0.000    0.004    0.001 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\threading.py:556(wait)
      603    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:1001(set_visible)
3387/2097    0.003    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:2409(<lambda>)
      681    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\backends\backend_agg.py:52(get_hinting_flag)
        3    0.000    0.000    0.004    0.001 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\threading.py:280(wait)
     1428    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:1222(set_xdata)
       36    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\ticker.py:787(_set_format)
      616    0.002    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\markers.py:266(_set_fillstyle)
        1    0.000    0.000    0.004    0.004 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\figure.py:1165(subplots_adjust)
      298    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1846(frozen)
       14    0.004    0.000    0.004    0.000 {method 'feed' of 'xml.etree.ElementTree.XMLParser' objects}
      647    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\core\_methods.py:38(_amax)
      802    0.001    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:61(_scale_dashes)
       64    0.000    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\cbook\__init__.py:512(_get_data_path)
     4556    0.004    0.000    0.004    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        2    0.000    0.000    0.003    0.002 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\zipfile.py:1323(_RealGetContents)
      222    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1620(transform_path_non_affine)
       48    0.000    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\text.py:211(_get_xy_display)
      162    0.000    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:707(_get_transformed_path)
14372/14178    0.003    0.000    0.003    0.000 {built-in method builtins.len}
       65    0.000    0.000    0.003    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\pathlib.py:1079(__new__)
       21    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
      190    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:1100(__init__)
       16    0.000    0.000    0.003    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\concurrent\futures\process.py:654(_start_executor_manager_thread)
        2    0.000    0.000    0.003    0.002 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\reader\workbook.py:46(parse)
        1    0.000    0.000    0.003    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\backend_bases.py:1519(_get_renderer)
       21    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
      672    0.002    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\cbook\__init__.py:1277(is_math_text)
    12117    0.003    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\artist.py:266(axes)
     3462    0.002    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:222(<lambda>)
  404/220    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axes\_base.py:839(get_xaxis_transform)
      104    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\transforms.py:869(update_from_path)
      104    0.002    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\bezier.py:192(__init__)
       72    0.002    0.000    0.003    0.000 {built-in method builtins.__build_class__}
      162    0.000    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:692(_transform_path)
        1    0.000    0.000    0.003    0.003 C:\Users\anony\Balaba\venv\lib\site-packages\openpyxl\styles\stylesheet.py:232(write_stylesheet)
        3    0.003    0.001    0.003    0.001 {built-in method nt.open}
       17    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(linspace)
       66    0.000    0.000    0.003    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\pathlib.py:702(_from_parts)
      673    0.002    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\font_manager.py:817(set_variant)
       36    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\ticker.py:714(_compute_offset)
       17    0.000    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\path.py:459(cleaned)
      622    0.002    0.000    0.003    0.000 {built-in method builtins.sorted}
      189    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:91(_path_join)
      916    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\text.py:1149(set_x)
        1    0.000    0.000    0.003    0.003 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\multiprocessing\popen_spawn_win32.py:1(<module>)
     1323    0.001    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\lines.py:1234(set_ydata)
      430    0.000    0.000    0.003    0.000 C:\Users\anony\Balaba\venv\lib\site-packages\matplotlib\axis.py:340(_set_artist_props)
        8    0.001    0.000    0.003    0.000 C:\Users\anony\AppData\Local\Programs\Python\Python39\lib\os.py:711(copy)
     2177    0.003    0.000    0.003    0.000 {built-in method builtins.max}
